Latitude,Longitude
40.68373,-73.92377
40.71459,-73.94844
40.8092,-73.94421
40.68157,-73.98989
40.75527,-73.99291
40.68698,-73.96572
40.7288,-73.98192
40.7254,-73.98157
40.74294,-73.98009
40.71942,-73.95748
40.77823,-73.97637
40.72555,-73.97965
40.82754,-73.94919
40.77842,-73.97556
40.72245,-73.98527
40.71923,-73.96468
40.778,-73.94822
40.85879,-73.93128
40.68332,-73.9547
40.81618,-73.94894
40.68414,-73.96351
40.72392,-73.99143
40.73494,-73.9503
40.71341,-73.98856
40.76754,-73.98399
40.73442,-74.00303
40.6873,-73.9634
40.68296,-73.93662
40.6863,-73.96765
40.73409,-73.95348
40.71561,-73.94835
40.6857,-73.99183
40.68281,-73.93524
40.71596,-73.93938
40.71492,-73.95935
40.72354,-73.98295
40.71165,-73.96087
40.69101,-73.97312
40.73474,-74.00101
40.67386,-73.96641
40.71536,-73.96057
40.6741,-73.96595
40.79295,-73.93997
40.73226,-74.00401
40.71363,-73.96398
40.77711,-73.9527
40.68559,-73.98094
40.77456,-73.95323
40.71088,-73.95055
40.74559,-73.92313
40.68306,-73.94659
40.70207,-73.98571
40.76123,-73.9642
40.82704,-73.94907
40.68843,-73.96408
40.6783,-74.00135
40.70641,-73.91765
40.83232,-73.93184
40.71045,-73.9677
40.72518,-73.98034
40.70666,-74.01374
40.69098,-73.97113
40.73756,-74.00405
40.81526,-73.94791
40.73423,-74.0046
40.82374,-73.9373
40.68863,-73.97691
40.70382,-73.89797
40.80549,-73.95924
40.71627,-73.9587
40.67994,-73.97863
40.67992,-73.9475
40.67868,-73.97307
40.76834,-73.95334
40.68237,-73.9415
40.74031,-73.99999
40.76307,-73.99665
40.71882,-73.98852
40.72319,-73.99201
40.74859,-73.99671
40.76244,-73.99271
40.69546,-73.93503
40.70234,-73.89816
40.7195,-73.95976
40.76548,-73.98474
40.6787,-73.97262
40.81035,-73.94598
40.83075,-73.93058
40.79958,-73.94275
40.71625,-73.93845
40.6829,-73.93549
40.72773,-73.99134
40.72861,-74.0049
40.70979,-73.95162
40.68656,-73.97525
40.72752,-73.98432
40.729,-73.95829
40.81219,-73.94499
40.77185,-73.90502
40.68926,-73.99386
40.72821,-73.98701
40.7672,-73.98508
40.73012,-73.99053
40.7403,-73.98498
40.80931,-73.94343
40.8251,-73.94287
40.76193,-73.9501
40.72052,-73.98589
40.70411,-73.89934
40.73401,-73.95967
40.71756,-73.99503
40.7589,-73.96991
40.72003,-74.00262
40.73194,-73.99474
40.79163,-73.94573
40.8118,-73.94434
40.81583,-73.94707
40.72654,-73.98049
40.80021,-73.96071
40.80942,-73.93936
40.71961,-73.9954
40.74358,-74.00027
40.80335,-73.9575
40.71445,-73.9908
40.75749,-73.96897
40.7268,-73.99079
40.688,-73.9171
40.72477,-73.98161
40.74238,-73.99567
40.72945,-73.95511
40.70763,-73.95177
40.75384,-73.91433
40.68236,-73.94314
40.72185,-73.98246
40.68503,-73.95385
40.7069,-73.95467
40.6778,-73.94339
40.68317,-73.94701
40.6761,-73.9529
40.67586,-73.95155
40.71702,-73.99811
40.72321,-73.98157
40.77956,-73.98098
40.68276,-73.95264
40.72956,-73.98158
40.71069,-73.95175
40.70863,-73.94641
40.82888,-73.94307
40.67319,-73.97323
40.67846,-73.99443
40.6715,-73.94808
40.72681,-73.98534
40.71904,-73.99392
40.71031,-73.9583
40.81322,-73.95306
40.67732,-73.98225
40.68076,-73.9896
40.79603,-73.94903
40.71492,-73.96282
40.80393,-73.95838
40.80082,-73.9652
40.82976,-73.94867
40.683,-73.91981
40.78971,-73.9729
40.67817,-73.99495
40.73119,-73.95578
40.71943,-73.99627
40.78,-73.98249
40.70514,-73.91922
40.86713,-73.92811
40.73198,-73.98881
40.72542,-73.97986
40.83494,-73.93869
40.71659,-73.98945
40.72966,-74.00243
40.72898,-73.95552
40.77728,-73.97818
40.72646,-73.95341
40.71015,-73.96101
40.71903,-73.9597
40.80892,-73.93985
40.80276,-73.9567
40.77635,-73.93426
40.72488,-73.95018
40.71398,-73.95763
40.71876,-73.98394
40.73749,-73.95292
40.76248,-73.9913
40.68674,-73.98876
40.6848,-73.96219
40.70516,-73.95455
40.72329,-73.98486
40.73776,-73.95327
40.73738,-73.95482
40.67542,-73.98142
40.73842,-73.95312
40.6926,-73.99832
40.69441,-73.99771
40.72399,-73.98374
40.6824,-73.94615
40.68949,-73.91708
40.68819,-73.97258
40.7205,-73.96015
40.72451,-73.98094
40.73813,-73.95394
40.67591,-73.94715
40.72843,-73.98895
40.71271,-73.99776
40.71965,-73.98766
40.68048,-73.94911
40.68314,-73.93963
40.75961,-73.91117
40.69305,-73.93185
40.67174,-73.95663
40.71055,-73.95098
40.69465,-73.95458
40.68413,-73.96542
40.73877,-73.97707
40.74893,-73.99544
40.79406,-73.94102
40.68795,-73.97332
40.85295,-73.93361
40.71125,-73.95613
40.78558,-73.9696
40.71577,-73.96053
40.73861,-73.95485
40.72577,-73.98745
40.67086,-73.94872
40.82773,-73.95231
40.68505,-73.95684
40.72911,-73.95493
40.77944,-73.98567
40.74503,-73.98876
40.67539,-73.96093
40.8054,-73.95189
40.78491,-73.9508
40.69088,-73.97307
40.67555,-73.95057
40.75835,-73.99193
40.71895,-73.99434
40.75579,-73.96699
40.82399,-73.95328
40.81822,-73.94095
40.76434,-73.92132
40.67705,-73.94925
40.69263,-73.99438
40.68448,-73.92747
40.74412,-74.00208
40.70665,-73.94061
40.72063,-73.95952
40.67644,-73.98082
40.80481,-73.94794
40.72533,-73.99143
40.68569,-73.93038
40.72939,-73.98857
40.79918,-73.96607
40.81333,-73.94453
40.72473,-73.95199
40.73215,-74.00922
40.71109,-73.94332
40.7463,-73.97926
40.71823,-73.95849
40.68626,-73.97598
40.74488,-74.001
40.67632,-73.97616
40.72212,-73.94254
40.67456,-73.95151
40.71363,-73.96019
40.6755,-73.95878
40.72274,-73.97581
40.6858,-73.9828
40.67535,-73.97654
40.72255,-73.99346
40.72094,-73.99706
40.72485,-73.97813
40.80473,-73.9532
40.72217,-73.98419
40.71943,-73.9565
40.79264,-73.97294
40.80474,-73.94688
40.72831,-74.00177
40.71541,-73.94144
40.79765,-73.96245
40.72008,-73.98404
40.75725,-73.91098
40.7102,-73.94495
40.72674,-73.9782
40.81156,-73.94571
40.80497,-73.95016
40.7385,-73.91806
40.72937,-73.95671
40.72587,-73.98438
40.82426,-73.9463
40.71624,-73.96272
40.68101,-73.94081
40.68669,-73.91989
40.71534,-73.95914
40.68288,-73.96024
40.72489,-73.95494
40.70867,-73.94284
40.67963,-73.93908
40.6798,-73.93908
40.74346,-73.99882
40.77724,-73.98109
40.72972,-73.97995
40.74102,-73.91681
40.71309,-73.94128
40.83096,-73.94633
40.71323,-73.95745
40.67212,-73.9506
40.71023,-73.96665
40.80523,-73.95139
40.72636,-73.98917
40.72185,-73.93956
40.72351,-73.99683
40.6809,-73.99233
40.80525,-73.95916
40.74,-73.91901
40.80006,-73.96049
40.70283,-73.92131
40.84468,-73.94303
40.68252,-73.99619
40.74342,-73.99483
40.67853,-73.98089
40.6788,-73.97643
40.77886,-73.98042
40.72578,-73.97879
40.80113,-73.94503
40.78569,-73.97581
40.82411,-73.94934
40.68131,-73.95332
40.85811,-73.90675
40.70667,-73.96524
40.7932,-73.94007
40.68768,-73.97611
40.80224,-73.94558
40.71473,-73.98842
40.80518,-73.95359
40.80827,-73.95329
40.72901,-73.95812
40.73476,-73.98452
40.69055,-73.92357
40.7735,-73.98697
40.67505,-73.95969
40.72974,-73.98201
40.70925,-73.95425
40.72315,-73.95226
40.73939,-73.99612
40.74112,-73.97686
40.72019,-73.98217
40.72133,-73.99666
40.75744,-73.92163
40.75695,-73.9202
40.8296,-73.94651
40.79056,-73.9468
40.73631,-73.99977
40.71312,-73.96199
40.71297,-73.94336
40.73712,-74.00166
40.69242,-73.95097
40.73862,-73.99758
40.7158,-73.95803
40.68262,-73.97299
40.73217,-73.98801
40.76311,-73.99388
40.74695,-74.00454
40.76684,-73.95944
40.68967,-73.95445
40.67946,-73.96501
40.72566,-73.97748
40.7709,-73.99181
40.71943,-73.95958
40.74249,-73.92466
40.74033,-74.00024
40.7969,-73.96128
40.83403,-73.94553
40.70275,-73.94501
40.68897,-73.93569
40.67617,-73.98136
40.67595,-73.98053
40.76415,-73.99067
40.83127,-73.94718
40.68497,-73.95592
40.82922,-73.94174
40.71137,-73.94362
40.73089,-73.98195
40.6755,-73.97859
40.68812,-73.94934
40.7694,-73.9572
40.68634,-73.96161
40.7093,-73.9497
40.713,-73.99752
40.75895,-73.9883
40.68186,-73.94113
40.68364,-73.91076
40.71893,-73.9428
40.82802,-73.92039
40.68765,-73.97073
40.71413,-73.96596
40.71973,-73.95582
40.69025,-73.93323
40.73826,-73.92458
40.73049,-73.96115
40.72956,-73.97903
40.73854,-74.00821
40.75877,-73.98863
40.67688,-73.9859
40.70051,-73.92204
40.71712,-73.98898
40.68741,-73.95741
40.75627,-73.9211
40.79816,-73.9619
40.8078,-73.95208
40.68275,-73.96148
40.71813,-73.98416
40.71892,-73.98401
40.816,-73.95545
40.82748,-73.95153
40.68634,-73.95088
40.72229,-73.97901
40.72595,-73.95298
40.71193,-74.00817
40.68012,-73.97847
40.74233,-73.99865
40.67424,-73.96665
40.80486,-73.95298
40.80307,-73.95048
40.68653,-73.98562
40.74267,-73.98569
40.68749,-73.95494
40.68645,-73.97538
40.68999,-73.96711
40.71126,-73.94576
40.67855,-73.94949
40.72416,-73.9853
40.68516,-73.92521
40.73507,-74.00048
40.71611,-73.99828
40.67964,-73.93946
40.76189,-73.99
40.72645,-73.98035
40.69046,-73.95167
40.83001,-73.92158
40.79239,-73.94535
40.72709,-73.98274
40.72599,-74.00168
40.68309,-73.94219
40.79442,-73.93433
40.76166,-73.99675
40.70163,-73.90867
40.75575,-73.96842
40.80903,-73.94197
40.74581,-73.95295
40.74,-74.00381
40.75348,-73.97065
40.72066,-73.98506
40.71746,-73.95497
40.70257,-73.9847
40.73833,-73.98186
40.71892,-73.99628
40.77679,-73.91687
40.71693,-73.98948
40.68501,-73.97019
40.67722,-73.96542
40.68975,-73.96703
40.69221,-73.95866
40.72969,-74.00635
40.6893,-73.96602
40.70832,-73.94157
40.68016,-73.94878
40.70875,-73.95508
40.85888,-73.92886
40.8679,-73.90023
40.6889,-73.95383
40.75127,-73.99637
40.67607,-73.94421
40.73834,-73.9823
40.7347,-73.88066
40.71876,-73.98851
40.73787,-73.95385
40.73066,-74.00287
40.73291,-74.00059
40.85099,-73.92822
40.68707,-73.91918
40.7184,-73.96019
40.71582,-73.99902
40.81068,-73.94288
40.73129,-73.99944
40.71628,-73.95737
40.78558,-73.9726
40.7146,-73.991
40.79493,-73.94462
40.73693,-73.95284
40.73641,-73.9533
40.73794,-73.95254
40.79771,-73.96323
40.81512,-73.94692
40.7373,-73.95323
40.73708,-73.95271
40.73652,-73.95236
40.73693,-73.95316
40.73784,-73.95324
40.73674,-73.95247
40.73783,-73.95259
40.73714,-73.95296
40.73731,-73.9545
40.74965,-73.89344
40.73793,-73.95316
40.68197,-73.96549
40.70271,-73.91566
40.7116,-73.9529
40.69241,-73.94885
40.72004,-73.99424
40.74511,-73.92398
40.74599,-74.00253
40.68946,-73.99385
40.68226,-73.95473
40.67855,-73.8896
40.71408,-73.9489
40.68618,-73.96144
40.67379,-73.98454
40.74031,-74.00532
40.74618,-74.00392
40.81872,-73.94567
40.69142,-73.97203
40.76928,-73.95021
40.68338,-73.95289
40.72953,-74.00462
40.70523,-74.01345
40.74025,-74.00161
40.73378,-74.00429
40.72087,-73.99022
40.7193,-73.98966
40.73312,-74.0042
40.69778,-73.97676
40.72534,-73.98591
40.82151,-73.94516
40.72059,-73.9567
40.74558,-73.92324
40.79433,-73.9765
40.81055,-73.95549
40.6711,-73.95231
40.67962,-73.88928
40.76217,-73.98411
40.76128,-73.96463
40.72313,-73.99438
40.78448,-73.97289
40.78304,-73.97447
40.68737,-73.97125
40.71992,-73.98773
40.71905,-73.99677
40.70741,-74.00102
40.79111,-73.94466
40.79951,-73.95257
40.71647,-73.93974
40.75114,-74.00195
40.74579,-73.95012
40.70278,-73.92673
40.74409,-73.91122
40.68812,-73.93254
40.72454,-73.99151
40.71073,-73.96207
40.71028,-73.96128
40.68884,-73.95059
40.6865,-73.95372
40.75282,-73.97315
40.76373,-73.96897
40.73388,-73.99452
40.85774,-73.92901
40.72257,-73.98465
40.72723,-73.95728
40.69135,-73.97321
40.70513,-73.95505
40.73301,-74.00268
40.80285,-73.95166
40.70642,-73.91665
40.68156,-73.96537
40.77368,-73.95198
40.68631,-73.93702
40.67847,-73.97038
40.81371,-73.95585
40.72868,-73.95835
40.73168,-73.98662
40.7928,-73.93967
40.77117,-73.91905
40.73729,-74.00807
40.82977,-73.94071
40.68492,-73.95489
40.68255,-73.91957
40.67392,-73.94662
40.73879,-74.00425
40.73321,-73.95587
40.80671,-73.95082
40.71601,-73.99123
40.68106,-73.9292
40.68131,-73.98879
40.67264,-73.98136
40.7241,-73.97899
40.71422,-73.9484
40.76001,-73.99133
40.73362,-74.00923
40.73119,-73.98819
40.74494,-73.9998
40.69657,-73.9129
40.67106,-73.95463
40.80748,-73.95589
40.68991,-73.93179
40.76147,-73.99152
40.68174,-73.91921
40.68538,-74.00056
40.70839,-73.94289
40.69018,-73.98107
40.68128,-73.99522
40.72948,-73.98694
40.68353,-73.9914
40.72506,-73.98865
40.72891,-74.00293
40.7253,-73.99916
40.75295,-73.93228
40.71947,-73.95252
40.71283,-73.99703
40.77338,-73.98887
40.67385,-73.94405
40.76856,-73.91828
40.73908,-74.00378
40.7625,-73.9869
40.69755,-73.91187
40.70736,-73.94331
40.73683,-73.9543
40.76444,-73.92607
40.7389,-73.95395
40.77611,-73.97808
40.73806,-73.95462
40.73661,-73.95479
40.73857,-73.95435
40.711,-73.96225
40.70686,-73.95365
40.73857,-73.95299
40.71095,-73.95239
40.70918,-73.94881
40.71685,-73.96573
40.7909,-73.96762
40.71143,-73.94159
40.68855,-73.95405
40.71653,-73.95554
40.69309,-73.97074
40.70638,-73.96627
40.71629,-73.95786
40.68622,-73.94675
40.72509,-74.00304
40.72582,-73.95843
40.80637,-73.95433
40.7968,-73.93611
40.79596,-73.94463
40.77508,-73.9799
40.71532,-73.96064
40.68786,-73.97421
40.70793,-73.91987
40.79044,-73.97513
40.72668,-73.95762
40.82286,-73.94596
40.82451,-73.94457
40.69348,-73.95927
40.78443,-73.97399
40.67679,-73.95639
40.79107,-73.94381
40.70215,-73.91139
40.67339,-73.96519
40.72209,-73.99274
40.73171,-73.98717
40.69213,-73.951
40.73237,-74.00608
40.80343,-73.9531
40.70462,-73.9228
40.71394,-73.96267
40.73028,-73.95927
40.8076,-73.94433
40.71279,-73.95852
40.73294,-73.98282
40.83456,-73.9457
40.72091,-73.95814
40.71819,-73.95414
40.73887,-74.00342
40.77892,-73.98238
40.71336,-73.96192
40.77688,-73.96177
40.71368,-73.94478
40.7761,-73.95265
40.77471,-73.95574
40.68625,-73.96446
40.725,-73.98851
40.74016,-73.97665
40.75023,-73.98293
40.78867,-73.96809
40.71638,-73.99167
40.86658,-73.92558
40.71179,-73.96449
40.76186,-73.99165
40.71417,-73.95917
40.82772,-73.93877
40.803,-73.95278
40.79526,-73.9655
40.75763,-73.99482
40.77577,-73.98258
40.77631,-73.95289
40.76774,-73.9892
40.81169,-73.94355
40.75782,-73.99349
40.83177,-73.95
40.73104,-74.00879
40.72886,-74.00013
40.71868,-73.99017
40.72143,-73.98117
40.67725,-73.9821
40.67188,-73.97533
40.74964,-73.99158
40.78164,-73.94717
40.71515,-73.99029
40.72986,-73.97913
40.75407,-73.96713
40.70712,-73.94013
40.74553,-73.98943
40.77584,-73.9502
40.79967,-73.95156
40.70507,-73.9353
40.67962,-73.97655
40.7376,-73.95678
40.71148,-73.95573
40.67425,-73.96514
40.72899,-73.97792
40.72488,-73.94013
40.72212,-73.95696
40.68534,-73.93433
40.78161,-73.97898
40.75643,-73.99046
40.67407,-73.98111
40.80491,-73.94866
40.80334,-73.94805
40.704,-73.93285
40.7685,-73.96034
40.76082,-73.97548
40.74238,-73.98122
40.80151,-73.9522
40.83434,-73.94027
40.73677,-73.98084
40.68636,-74.00345
40.70994,-73.96573
40.76013,-73.99007
40.70621,-74.01525
40.72172,-73.99689
40.72049,-73.95221
40.83091,-73.94223
40.7824,-73.98294
40.72634,-73.98267
40.82703,-73.94311
40.78521,-73.95489
40.72123,-73.98996
40.70339,-73.92945
40.67939,-73.99398
40.76494,-73.95804
40.79314,-73.94853
40.7453,-73.99056
40.72812,-73.97966
40.7093,-73.96484
40.75453,-73.93377
40.72057,-73.99976
40.7234,-73.99439
40.71121,-73.94669
40.68979,-73.91661
40.68599,-73.98826
40.79477,-73.95046
40.72278,-73.9967
40.71472,-73.96225
40.67259,-73.95489
40.69321,-73.9442
40.71348,-73.94447
40.75816,-73.96457
40.70537,-74.00992
40.68722,-73.96289
40.73111,-73.98528
40.72212,-73.94389
40.72978,-73.9793
40.68838,-73.94193
40.71804,-73.98565
40.68559,-73.93896
40.77995,-73.98342
40.7559,-73.99469
40.76291,-73.99202
40.74406,-73.98273
40.73041,-74.00498
40.6764,-73.96218
40.70279,-73.98284
40.67436,-73.956
40.83559,-73.94095
40.79234,-73.96482
40.83451,-73.93885
40.74826,-73.94633
40.67763,-73.97185
40.68472,-73.96691
40.67302,-73.98756
40.70633,-74.00974
40.77548,-73.95183
40.73775,-74.00344
40.70917,-74.0146
40.7108,-73.96226
40.72507,-73.98861
40.82726,-73.9444
40.82669,-73.94281
40.67078,-73.98815
40.728,-73.97903
40.71517,-73.94292
40.70054,-73.90255
40.74572,-73.99965
40.78911,-73.97396
40.68813,-73.92817
40.81128,-73.92399
40.77593,-73.97699
40.73903,-73.97975
40.71164,-73.965
40.74906,-73.89377
40.71756,-73.95282
40.8179,-73.94319
40.81611,-73.89909
40.77555,-73.9767
40.68699,-73.9635
40.72183,-73.94908
40.71986,-73.9869
40.68881,-73.95405
40.81669,-73.94267
40.86717,-73.9194
40.72981,-73.98318
40.86929,-73.92421
40.80533,-73.95204
40.7476,-73.99698
40.73357,-74.00723
40.73204,-74.00189
40.81713,-73.94217
40.72917,-73.98811
40.7061,-73.94531
40.70147,-73.94378
40.76719,-73.95303
40.74134,-73.98113
40.8162,-73.94747
40.71613,-73.95837
40.71746,-73.98782
40.68905,-73.9541
40.67615,-73.95441
40.7111,-73.94643
40.68944,-73.9376
40.72106,-73.98384
40.73123,-74.00591
40.72147,-73.99208
40.71012,-74.01504
40.71856,-73.95166
40.80661,-73.9576
40.72203,-74.00988
40.68229,-73.94287
40.77137,-73.98943
40.67796,-73.96458
40.6933,-73.90823
40.7502,-73.94189
40.71285,-73.94383
40.72893,-73.98278
40.73009,-73.9827
40.72955,-73.98298
40.72693,-73.98521
40.82537,-73.94392
40.71137,-73.99403
40.74428,-73.97809
40.67579,-73.99968
40.74087,-74.00226
40.68723,-73.96897
40.7182,-73.95763
40.74679,-73.91853
40.71739,-73.95472
40.77099,-73.9898
40.7195,-73.98022
40.75636,-73.9939
40.68834,-73.97875
40.68586,-73.94837
40.71164,-74.00774
40.70743,-73.96728
40.68545,-73.96534
40.67858,-73.98537
40.70821,-73.95352
40.72457,-73.98453
40.71689,-73.95706
40.79313,-73.93493
40.75632,-73.96464
40.67996,-73.98027
40.67369,-73.96589
40.67211,-73.976
40.79183,-73.97172
40.71456,-73.99978
40.71668,-73.99073
40.67862,-73.98561
40.72162,-74.00414
40.75541,-73.89239
40.69011,-73.97691
40.67828,-73.99136
40.71483,-73.96216
40.72686,-73.9797
40.68825,-73.92951
40.82392,-73.94205
40.71384,-73.9474
40.7952,-73.9624
40.73942,-74.00009
40.72701,-74.0011
40.68607,-73.95839
40.71345,-73.95689
40.73214,-74.00188
40.72903,-74.00028
40.67823,-73.97007
40.79842,-73.96903
40.72232,-73.98686
40.72454,-73.97944
40.77799,-73.95223
40.69227,-73.90852
40.7276,-73.98347
40.75782,-73.92129
40.72756,-73.97939
40.84937,-73.91328
40.68549,-73.94724
40.79218,-73.97926
40.73951,-73.98146
40.7139,-73.96553
40.70753,-73.92048
40.73044,-73.98683
40.69964,-73.99299
40.67709,-73.95237
40.75296,-73.93716
40.67717,-73.96915
40.68586,-73.9809
40.68543,-73.93838
40.74348,-73.9998
40.68679,-73.97378
40.75086,-73.99776
40.71915,-73.95581
40.71577,-73.94084
40.70278,-73.90153
40.77108,-73.95967
40.68812,-73.94627
40.82823,-73.94691
40.74377,-73.91225
40.69432,-73.96481
40.82749,-73.9382
40.71423,-73.95305
40.74341,-73.99298
40.72915,-73.98019
40.74767,-74.01061
40.82822,-73.92439
40.73067,-73.955
40.72246,-73.99552
40.80762,-73.94017
40.80719,-73.94253
40.74129,-73.98374
40.77761,-73.94606
40.78339,-73.98003
40.80654,-73.95019
40.78111,-73.97739
40.67147,-73.94979
40.75532,-73.91603
40.70762,-73.96764
40.7311,-73.99913
40.73176,-73.99895
40.71606,-73.95526
40.72184,-73.9944
40.72829,-73.98156
40.69043,-73.95677
40.74403,-73.99581
40.74552,-74.0006
40.6744,-73.96558
40.79358,-73.97043
40.7014,-73.91333
40.72924,-73.98113
40.75919,-73.91836
40.83064,-73.94076
40.76184,-73.99334
40.82445,-73.95243
40.72006,-73.99579
40.71872,-73.96042
40.72855,-73.98265
40.76304,-73.9888
40.70878,-73.91727
40.72987,-74.00082
40.77424,-73.94839
40.68752,-73.96688
40.69271,-73.99365
40.70587,-74.01534
40.69073,-73.96762
40.72564,-73.98252
40.78024,-73.94813
40.7964,-73.9675
40.74664,-73.99441
40.71788,-73.98975
40.67356,-73.9425
40.81757,-73.94709
40.68052,-73.97254
40.86821,-73.92252
40.67981,-73.97967
40.68251,-73.98486
40.72718,-73.9812
40.72363,-73.9457
40.72697,-73.93921
40.72274,-73.97934
40.68343,-73.99189
40.73514,-73.99954
40.73481,-73.99845
40.80053,-73.96651
40.73971,-74.00221
40.75767,-73.99034
40.80165,-73.96287
40.68328,-73.9379
40.72819,-73.97933
40.68411,-73.93875
40.68269,-73.94004
40.70779,-73.92129
40.70202,-73.92402
40.72603,-73.98751
40.68522,-73.97771
40.67391,-73.94039
40.67436,-73.94807
40.81199,-73.95116
40.68586,-73.9501
40.78292,-73.97438
40.71603,-73.95665
40.82446,-73.95274
40.7641,-73.98803
40.79785,-73.97202
40.76961,-73.90451
40.73047,-73.98229
40.6772,-73.9506
40.71328,-73.99315
40.78837,-73.94628
40.68232,-73.96501
40.73252,-73.95496
40.72437,-73.94847
40.77115,-73.92275
40.67859,-73.99444
40.72304,-73.97923
40.77032,-73.99493
40.72692,-73.99948
40.6806,-73.96317
40.72949,-73.95493
40.67649,-73.9435
40.71099,-73.95217
40.73041,-74.00326
40.7197,-73.95741
40.72372,-74.00277
40.70989,-73.95347
40.80797,-73.9489
40.72466,-73.99632
40.71552,-74.00749
40.69464,-73.99885
40.6877,-73.95824
40.69079,-73.95809
40.70001,-73.90698
40.77247,-73.94665
40.75128,-73.97658
40.86345,-73.92039
40.86284,-73.91955
40.73413,-74.00465
40.74026,-74.00079
40.71316,-73.94532
40.8347,-73.94857
40.69082,-73.99281
40.74124,-73.92273
40.67465,-73.97975
40.72203,-73.95376
40.7839,-73.97897
40.68533,-73.96808
40.70397,-73.95536
40.68084,-73.97429
40.68379,-73.98313
40.72188,-73.94963
40.67963,-73.97237
40.76985,-73.95815
40.76257,-73.99303
40.68466,-73.98871
40.79183,-73.94743
40.77471,-73.98261
40.67293,-73.96399
40.73587,-73.88279
40.69945,-73.92148
40.7072,-73.92245
40.67376,-73.99648
40.7256,-73.97857
40.79196,-73.97065
40.81726,-73.94583
40.71655,-74.01171
40.70958,-73.93578
40.72091,-73.96133
40.68066,-73.96644
40.71447,-73.95237
40.68372,-73.9406
40.76876,-73.99473
40.74285,-73.97986
40.80352,-73.95127
40.71455,-73.93739
40.7324,-73.98577
40.80338,-73.95594
40.7592,-73.99133
40.68935,-73.9695
40.73326,-73.98245
40.73082,-73.98502
40.71382,-73.94164
40.77975,-73.94977
40.68517,-73.95563
40.74609,-73.94691
40.72625,-74.0018
40.77428,-73.98594
40.72812,-74.00191
40.71657,-73.96264
40.73485,-74.00637
40.70074,-73.92333
40.73607,-73.92439
40.72095,-73.99401
40.67639,-73.96003
40.79913,-73.96057
40.72389,-73.98934
40.73727,-74.00213
40.68648,-73.99257
40.79512,-73.93182
40.76206,-73.9998
40.69382,-73.95002
40.78455,-73.97352
40.71827,-73.96259
40.82312,-73.94971
40.8224,-73.94358
40.76376,-73.99161
40.75703,-73.91666
40.74648,-73.98459
40.72294,-73.99388
40.82732,-73.95112
40.6951,-73.95605
40.71256,-73.96626
40.6795,-73.9685
40.7256,-73.99445
40.73045,-73.98541
40.737,-73.98199
40.71227,-73.96776
40.67189,-73.93499
40.72381,-73.99684
40.73337,-73.984
40.68304,-73.96348
40.75743,-73.96939
40.7419,-73.9816
40.76758,-73.98722
40.74189,-73.97833
40.76934,-73.98464
40.78363,-73.97797
40.72171,-73.98334
40.76803,-73.98767
40.71695,-73.99031
40.67574,-73.95434
40.75663,-73.96681
40.74004,-74.00426
40.68863,-74.00181
40.7779,-73.95246
40.78194,-73.98248
40.6883,-73.95375
40.73354,-73.98593
40.8014,-73.94361
40.69922,-73.90027
40.70653,-73.94421
40.76287,-73.9957
40.70249,-73.9488
40.78754,-73.96989
40.741,-73.99957
40.74027,-73.98061
40.77516,-73.98573
40.7589,-73.99015
40.72771,-73.98172
40.71157,-73.9636
40.71112,-73.96338
40.74272,-74.00309
40.86186,-73.92701
40.68888,-73.91911
40.67947,-73.98458
40.79591,-73.94801
